strengths,weaknesses,review_id,submission_id,type,review_text
"['Clarity', 'Comprehensive Evaluation', 'Significance and Impact']","['Generalizability', 'Comparative Analysis', 'Reliance on Assumptions']",H6PErdhL7s,GxPtLwLSOL,ai,"The paper treats scene-text SR as a bi-objective problem: visual quality + text legibility. It uses a dual-branch Text-SR Fusion ControlNet guided by OCR text/positions and a ping-pong scheduler that alternates text-centric and image-centric guidance. It reports big gains in OCR F1 on SVT/CTW/CUTE80 while keeping perceptual metrics competitive.
1. Clear goal (make text readable, not just “look sharp”).
2. Comprehensive evaluation with OCR metrics and perceptual IQA.
1. Limited analysis of trade-offs (e.g., when text gets clearer, what happens to non-text textures?).
2. No multilingual or curved-text stress test.
3. Sensitivity to OCR detector quality is not studied.
1. How robust is the method to OCR detection errors?
2. Can the approach handle dense, multi-language street scenes?
3. How is the ping-pong schedule chosen; can it be learned?"
"['Theoretical Contributions', 'Theoretical Foundation', 'Comprehensive Evaluation']","['Novelty', 'Evaluation Metrics', 'Reproducibility']",bLTfLduOb4,5Bl5qf3fON,ai,"This paper proposes Bures–Wasserstein Flow Matching (BWFlow), a generative modeling framework for graphs that integrates flow matching with the Bures–Wasserstein (BW) geometry on a Graph Markov Random Field (GraphMRF) representation. The authors first formalize graphs as random fields on nodes and edges (GraphMRF), establishing a Gaussian joint distribution whose covariance is tied to the graph Laplacian. They then derive a closed-form expression of the Bures–Wasserstein distance between two graphs, together with an analytical interpolation path and conditional velocity field, which enable flow matching without simulation. The method is further extended to a discrete version (with categorical node features and Bernoulli edges), and training/inference procedures are given. Comprehensive experiments on graph generation benchmarks are reported.
1. The paper presents a mathematically coherent framework connecting graph optimal transport and flow matching. The closed-form derivations of the BW interpolation and velocity fields are valuable theoretical contributions.

2. Using the BW metric on graph Laplacians provides a geometrically meaningful way to measure and interpolate between graph distributions, which addresses a long-standing issue of linear interpolation violating graph manifold constraints.

3. The experimental section is relatively comprehensive, covering various types of graph data, including plain graphs, molecular graphs, and 3D molecular structures.
1. The methodological novelty is mainly compositional: the work combines existing Bures–Wasserstein distance (already applied to graph covariance learning) with the established flow-matching framework under a Graph MRF formulation, resulting in limited originality.

2. The empirical evaluation lacks consistency with standard benchmarks (e.g., DiGress, GruM, DeFoG) and omits common molecular-graph metrics such as Validity, Uniqueness, and Novelty. The results would be more convincing if experiments used the same datasets and evaluation metrics as prior baselines.

3. The paper does not isolate the effect of replacing Euclidean interpolation with the BW distance, nor does it provide a systematic comparison between the continuous and discrete variants. Without such analysis, it is unclear whether BW geometry truly contributes to the observed performance.

4. The notation system is heavy, and some equations are symbolically dense without intuitive explanation or visualization.

5. The paper does not mention a code release to ensure reproducibility.
1. In Fig. 1(c), when flow steps = 1.0, the Time Distortion method yields a slightly smaller value than the BW interpolation. Does this imply that Time Distortion is comparably efficient in this setting?

2. Could the authors elaborate on the modeling assumption $p(\mathcal{G};\mathbf{G})=p(\mathcal{X};\mathbf{X},\mathbf{W})\cdot p(\mathcal{E};\mathbf{W})$? Why are the node features and edge structures conditionally independent, except for the coupling through 𝑊? How critical is this assumption for the GraphMRF formulation?

3. Does the model scale to large graphs?"
"['Clarity', 'Practical Application', 'Comprehensive Evaluation']","['Computational Efficiency', 'Novelty', 'Comparative Analysis']",AIGjQEJyJs,k2oet40kT3,ai,"The paper proposes HDD: a hierarchical diffusion downscaler that conditions the score network on a shape schedule, learning to denoise + un-coarsen jointly. Training and sampling embed each latent back to full resolution while alternating upsample → predict 𝜖 → downsample in the reverse process. The authors derive upper-bound compute savings via average active pixels, with up to ≈3× theoretical speedup for a linear shrink schedule; they evaluate on ERA5 and CMIP5 GCM transfer.
- Conceptual clarity and drop-in design. The paper cleanly formulates a hierarchical diffusion process as a strict generalization of EDM, compatible with existing denoisers. When the shape schedule is identity, it exactly recovers the vanilla EDM objective.

- Domain alignment. The coarse-to-fine structure is well motivated for spatial downscaling, naturally mirroring multi-scale atmospheric organization.

- Evaluation breadth. Benchmarks on ERA5 and several CMIP5 GCMs are thorough. Including RCM (CCAM) comparisons and CO₂ estimates is commendable.
- Theoretical compute saving not realized. Algorithm 1 explicitly upsamples 𝑧 back to full resolution before passing it to the UNet (fθ(U_t(z), t, (h_t,w_t))). Thus, all expensive convolutional operations still occur at full 𝐻×𝑊. The 3× saving derived from average active pixel area (α = 1/3) assumes the model operates natively at reduced resolutions, which it does not. The “3× pixel/FLOP saving” therefore represents a notional bound, not a real efficiency gain. Any empirical runtime saving would be far smaller.

- Underdeveloped novelty relative to prior hierarchical diffusion work. The coarse-to-fine generative idea overlaps with prior Cascaded Diffusion Models and Laplacian Pyramid GANs; the paper does not explicitly contrast HDD’s single-model training with these established cascades.

- Missing recent baselines. Omitted comparisons to strong and relevant lines: CorrDiff (corrective diffusion downscaling), STVD (Spatiotemporal Video Diffusion for precipitation), Neural operators (FNOs) for arbitrary-resolution downscaling, Foundation models like ClimaX used for resolution-agnostic transfer.
- Score consistency: With upsampling and downsampling operators not being exact inverses, the score used at upsampled resolution approximates a different target than the true full-res score. Can you formalize the induced bias on the score (e.g., via a projection operator) and when it becomes negligible?

- Shape–noise coupling: You currently draw $\sigma_t$ and $s_t$ jointly but independently. Did you consider shape-dependent noise schedules (e.g., higher SNR at coarse scales to stabilize global structure)? Any ablation on coupling strategies (e.g., log-SNR that depends on shape)?

- Does Appendix I mirror any changes to the standard diffusion loss and training algorithm suggested in Algorithm 1?"
"['Resource Efficiency', 'Comprehensive Evaluation', 'Significance and Impact']","['Comparative Analysis', 'Experimental Rigor', 'Generalizability']",L1QZNdPwNR,tjAQ06CbR7,ai,"This paper diagnoses a previously under-appreciated pathology in guided diffusion sampling dubbed “model-fitting”: when the guidance gradient is computed at every consecutive timestep the trajectory gradually over-tunes the image to the idiosyncrasies of the guiding network rather than to the true target distribution, producing brittle, low-generalization samples and wasting compute. Through careful on-/off-sampling loss probing the authors show that (i) the majority of guidance information is injected in the early, high-noise regime, (ii) later steps contribute negligible new signal yet still incur heavy gradient cost, and (iii) an independent classifier of equal accuracy consistently disagrees with the guided outputs, confirming overfitting. Building on these observations they propose Compress Guidance (CompG), a training-free, model-agnostic strategy that selectively applies guidance at only a handful of wisely chosen steps, reuses the latest gradient for the intermediate intervals, and slightly boosts the guidance scale to preserve continuity; a simple power-law schedule skews the chosen steps toward the early denoising phase where guidance matters most. Across ImageNet resolutions from 64 to 512 px and MS-COCO text-to-image generation, both classifier and classifier-free pipelines equipped with CompG reduce gradient evaluations by 5–40× and runtime by roughly 40 % while simultaneously delivering better FID, sFID, Inception and CLIP scores than vanilla dense guidance, early stopping or uniform skipping baselines, demonstrating that compressing guidance not only saves compute but also yields visibly cleaner, more diverse and better-aligned images.
The paper reframes the long-observed “guidance artifacts” in diffusion models as an over-fitting phenomenon that occurs inside the sampling trajectory rather than during training. By introducing the on-/off-sampling loss diagnostic and explicitly analogizing to train/test gaps in classical learning, the authors give the community a conceptually new lens—model-fitting—that unifies disparate heuristics such as early stopping, interval guidance, and gradient reuse. The Compress Guidance schedule itself is elegantly simple, yet no prior work has derived it from a principled study of gradient redundancy and continuity requirements; the power-law timestep distribution and the gradient-caching trick are creative, synergistic additions that remove the need for extra distillation or retraining.

Diffusion sampling is the computational bottleneck in text-to-image, video, and 3-D generative systems; any training-free speed-up that also boosts quality is instantly deployable. By showing that guidance cost can be slashed 5–40× with nothing more than a changed schedule, the work impacts both research (greener experimentation) and production (lower serving cost). Equally important, the model-fitting diagnostic offers a reusable tool for future guidance research and may influence how other generative families—consistency models, flow-matching, or autoregressive transformers—think about conditional feedback.

The empirical program is unusually thorough. Experiments span four ImageNet resolutions, MS-COCO text-to-image, both classifier and classifier-free pipelines, and multiple metrics (FID, sFID, IS, CLIP, Precision/Recall, runtime). Controls include matched diversity (Recall) to ensure fair accuracy comparisons, ablations on the exponent *k*, compact-rate sweeps, and head-to-head baselines (BigGAN, VQ-VAE-2, Big-DCT, Inter-valGuidance, etc.). The 40 % wall-clock reduction with simultaneous quality gains is reproducible across settings, and the authors release full hyper-parameters and code—an indicator of solid engineering hygiene.
Compress Guidance’s core manoeuvre—applying guidance only on a sparse, early-heavy subset of steps—overlaps heavily with IntervalGuidance ( Applying Guidance in a Limited Interval Improves Sample and Distribution Quality in Diffusion Models ). The authors rebut that these works “lack an explicit mechanism” or treat sparsity as a by-product, yet the conceptual step (most gradients are wasted) is the same. A stronger related-work comparison should quantitatively pit CompG against IntervalGuidance under identical diffusion backbones rather than relegating it to a single line in Table 8; if CompG still wins, novelty is clearer. Explicitly citing and discussing the scheduling heuristics in Progressive Distillation (Progressive Distillation for Fast Sampling of Diffusion Models) and Phased Consistency (Phased Consistency Models) would further clarify the boundary.
The most valuable scenario for guidance-compression techniques is **training-free conditional generation**, where an external control signal is injected into a pre-trained diffusion model without retraining its backbone.  
If the method can drastically cut the cost of guidance, the total compute of such training-free pipelines should drop to **bare diffusion-model levels**.  
The paper, however, presents only limited experiments in this setting; the evaluation ought to be **substantially expanded** to verify this claim."
"['Theoretical Contributions', 'Generalization and Adaptability', 'Experimental Validation']","['Clarity', 'Computational Efficiency', 'Comparative Analysis']",PE8sSH5Xvo,azJnEkfqzp,ai,"This paper proposes a Continuous-Time Discrete Diffusion Model (CTDDM) that unifies continuous and discrete generative processes under a single stochastic differential framework.
While standard diffusion models assume continuous-valued states and Gaussian noise, the authors design a hybrid diffusion process operating on discrete state spaces (e.g., categorical or binary variables) parameterized by continuous-time transition kernels.
A key contribution is deriving the Kolmogorov forward equation for discrete diffusion with a continuous-time clock, enabling tractable training and sampling via reparameterized discrete noise schedules.
The paper establishes theoretical guarantees for consistency with continuous diffusion limits, introduces a novel variational training objective, and empirically validates improvements on text and graph generation benchmarks.
- Unifying framework: Derives a continuous-time theory for discrete diffusion, bridging an important conceptual gap.
- Strong theory: Clear proofs of convergence from discrete to continuous dynamics and vice versa.
- General applicability: Applicable to discrete domains such as text, graphs, and symbolic reasoning.
- Empirical evidence: Shows improved stability and sample diversity over prior discrete diffusion baselines (D3PM, MaskGIT).
- Analytical insight: The generator-based view clarifies how score matching extends to discrete probability fluxes.
- Notation overload: Sections 3–4 are mathematically dense; many operators $(Q_t, G_t, L_t)$ appear with minimal intuition.
- Empirical scope: Experiments focus on small or synthetic datasets; large-scale benchmarks (e.g., LM1B or large graph datasets) are missing.
- Comparative analysis: Comparison with recent hybrid discrete-continuous works (e.g., SEDD, SMC-Diffusion) could be more explicit.
- Practical guidance: It remains unclear when CTDDM should be preferred over purely discrete models or continuous relaxations.
- Computational cost: Continuous-time simulation of discrete jumps may introduce inefficiency; wall-clock comparisons are not discussed.
- Generator specification: Is the continuous generator $G_t$ assumed time-homogeneous or time-dependent? If time-varying, how is it parameterized in practice?
- Diffusion limit: In Theorem 3.2, what conditions guarantee convergence to a continuous diffusion as the discrete grid refines? Are there counterexamples when ergodicity fails?
- Training objective: How is the ELBO-like objective derived from the pathwise KL divergence? Could you provide a short derivation for clarity?
- Score estimation: How is the score (gradient of log-prob) represented in the discrete case—via logit differences, or by interpolation between categorical probabilities?
- Sampling complexity: Does simulating continuous-time discrete jumps require adaptive step sizes or event-based simulation (e.g., Gillespie-style)?
- Empirical fairness: Are baselines tuned with equivalent training budgets? Some prior discrete models depend strongly on temperature annealing.
- Variance reduction: Does the continuous-time formulation mitigate gradient variance compared to purely discrete noise schedules?
- Hybrid variables: Can CTDDM handle mixed discrete-continuous data (e.g., tabular or multimodal)?
- Graph generation: For graph tasks, are transitions applied to node/edge labels independently or via structured coupling?
- Broader implications: Could this framework unify masked-token diffusion and continuous score-based text generation (e.g., Diffusion-LM, MaskGIT)?"
"['Practical Application', 'Clarity', 'Relevance']","['Novelty', 'Experimental Rigor', 'Generalizability']",2f4RbyOypJ,yTq81RcKaw,ai,"The paper introduces FaceID-6M, a dataset comprising approximately six million text-image pairs derived from the English subset of LAION-5B. The dataset is designed to support the training and fine-tuning of Face Identity customization models such as InstantID and IP-Adapter. The authors describe a four-stage data filtering pipeline involving resolution and quality checks, face detection ensuring that detected faces occupy at least four percent of the total image area and excluding images with more than three faces, keyword-based text filtering using prompts generated by GPT-4o, and Named Entity Recognition with spaCy to identify text containing personal references.

The authors claim that models fine-tuned on FaceID-6M achieve slightly higher performance compared to proprietary baselines, reporting a gain of +0.04 in the Face Sim metric on a subset of COCO2017 (N = 500) and a +0.13 increase in human evaluation scores (4.26 -> 4.39 on a five-point scale). Scaling experiments show incremental improvements as dataset size increases, with diminishing returns beyond four million samples. The ablation analysis attributes most performance benefits to the presence of faces in images, while other filtering criteria contribute only marginally.

In essence, the paper positions FaceID-6M as the first open, large-scale dataset for FaceID customization that achieves performance comparable to existing industrial resources. It aims to demonstrate that high-quality, identity-preserving generation can be achieved using openly available data. However, the methodological novelty is limited, the reported performance gains are minimal and statistically unsubstantiated, and the dataset construction largely reuses standard filtering heuristics already common in large-scale image-text curation pipelines.
- While not conceptually groundbreaking, the paper’s originality lies in its practical aim to provide an open, large-scale dataset for FaceID customization. It combines existing components such as LAION-5B filtering,NER, and GPT-generated keyword expansion into a single, reproducible data pipeline. 

- The paper is generally well structured and transparent about its dataset construction process. The methodology is clearly described, with detailed criteria for image selection, face detection thresholds, and text filtering. The inclusion of ablation and scaling studies, even if limited in scope, reflects an effort toward empirical validation.

- The manuscript is clearly written and easy to follow. The multi-step pipeline is explained systematically, and figures and tables effectively communicate the filtering logic and dataset characteristics. The work provides enough implementation detail for partial reproducibility.

- The dataset, if released as stated, could lower the entry barrier for researchers without access to proprietary resources. It offers a potential benchmark for training and evaluating identity-preserving diffusion models such as InstantID and IP-Adapter, thereby contributing to community reproducibility and model auditing.

- The focus on open-source release and reproducibility aligns with growing community priorities in generative AI and facial identity research, addressing concerns about accessibility and replicability in large-scale model training.
Weaknesses
- The dataset construction approach is largely an incremental application of existing large-scale filtering techniques previously introduced for LAION-derived datasets [1,2]. Similar open-source initiatives, such as CelebA-HQ [3] and FFHQ [4], have already demonstrated principled approaches for curating high-quality, identity-consistent face datasets, including manual verification and bias analysis. In contrast, FaceID-6M relies exclusively on automated heuristics without introducing new filtering principles or supervision mechanisms that could substantively improve data fidelity or fairness.
- The manuscript frames FaceID-6M as the ""first open-source"" FaceID dataset but fails to engage with concurrent efforts like [5, 10], which explicitly target identity-preserving generation with structured annotations. 
-  The choice of a minimum face area of 4 percent and a maximum of three faces per image appears ad hoc and lacks sensitivity analysis. Established face dataset construction work, such as MegaFace [6], evaluates detection thresholds empirically to maintain consistent feature resolution across diverse datasets. The absence of any quantitative justification or performance degradation analysis for alternative thresholds reduces confidence in the dataset’s internal validity.
-  Reported improvements of +0.04 in Face Sim and +0.2 in human evaluation are too small to be meaningful without statistical testing. There are no standard deviations, confidence intervals, or significance tests. Similar studies, for example StyleGAN2’s evaluation of perceptual improvements [7], employed multiple randomized trials and Fréchet Inception Distance (FID) variance analyses to establish statistical robustness. 
-  Testing on a manually selected subset of 500 COCO images and 50 Unsplash images introduces sampling bias and prevents generalization. Current dataset papers typically validate across diverse benchmarks such as CelebA-HQ, LFW, and VGGFace2 [3,4,8], enabling comparison to prior art and ensuring cross-domain representativeness. The restricted and hand-picked evaluation here cannot substantiate broad claims about the dataset’s utility.
-  The dataset inherits the demographic imbalances of LAION-5B but does not attempt to quantify or mitigate bias. Prior work has shown that facial generation datasets can reproduce societal stereotypes unless explicitly audited for demographic representation [9]. The lack of demographic transparency conflicts with modern standards for responsible data curation.

The work could improve by grounding its filtering design in empirical analysis, expanding evaluation to established face recognition benchmarks, incorporating fairness audits, providing reproducible filtering artifacts, and contextualizing its contribution relative to concurrent identity-preserving dataset initiatives. Without these revisions, the dataset remains an engineering-scale replication of LAION filtering rather than a scientifically novel contribution.


References

[1] Schuhmann C, Beaumont R, Vencu R, Gordon C, Wightman R, Cherti M, Coombes T, Katta A, Mullis C, Wortsman M, Schramowski P. Laion-5b: An open large-scale dataset for training next generation image-text models. Advances in neural information processing systems. 2022 Dec 6;35:25278-94.

[2] Changpinyo S, Sharma P, Ding N, Soricut R. Conceptual 12m: Pushing web-scale image-text pre-training to recognize long-tail visual concepts. InProceedings of the IEEE/CVF conference on computer vision and pattern recognition 2021 (pp. 3558-3568).

[3] Liu Z, Luo P, Wang X, Tang X. Deep learning face attributes in the wild. InProceedings of the IEEE international conference on computer vision 2015 (pp. 3730-3738).

[4] Karras T, Laine S, Aila T. A style-based generator architecture for generative adversarial networks. InProceedings of the IEEE/CVF conference on computer vision and pattern recognition 2019 (pp. 4401-4410). https://github.com/NVlabs/ffhq-dataset

[5] Xu J, Li S, Wu J, Xiong M, Deng A, Ji J, Huang Y, Mu G, Feng W, Ding S, Hooi B. $\text {ID}^ 3$: Identity-Preserving-yet-Diversified Diffusion Models for Synthetic Face Recognition. Advances in Neural Information Processing Systems. 2024 Dec 16;37:77777-98.

[6] Kemelmacher-Shlizerman I, Seitz SM, Miller D, Brossard E. The megaface benchmark: 1 million faces for recognition at scale. InProceedings of the IEEE conference on computer vision and pattern recognition 2016 (pp. 4873-4882).

[7] Karras T, Laine S, Aittala M, Hellsten J, Lehtinen J, Aila T. Analyzing and improving the image quality of stylegan. In Proceedings of the IEEE/CVF conference on computer vision and pattern recognition 2020 (pp. 8110-8119).

[8] Cao Q, Shen L, Xie W, Parkhi OM, Zisserman A. Vggface2: A dataset for recognising faces across pose and age. In2018 13th IEEE international conference on automatic face & gesture recognition (FG 2018) 2018 May 15 (pp. 67-74). IEEE.

[9] Buolamwini J, Gebru T. Gender shades: Intersectional accuracy disparities in commercial gender classification. InConference on fairness, accountability and transparency 2018 Jan 21 (pp. 77-91). PMLR.

[10] Chen Z, Sun K, Zhou Z, Lin X, Sun X, Cao L, Ji R. Diffusionface: Towards a comprehensive dataset for diffusion-based face forgery analysis. arXiv preprint arXiv:2403.18471. 2024 Mar 27.
1. How were the 500 COCO and 50 Unsplash samples chosen, and are the small reported gains statistically significant?

 2. What evidence supports the 4% face-size threshold and the three-face limit?

 3. Why are other recent open datasets for identity preservation not used for comparison?

 4. Can the authors publish the exact GPT-4o prompts and keyword lists for reproducibility?

 5. Has any demographic or bias analysis been conducted to assess fairness and representativeness?

 6. Under what license and consent framework will the dataset be released, and how are copyright or GDPR issues addressed?

 8. Why do performance gains plateau beyond four million samples, and is the additional data volume justified?"
"['Innovation', 'Experimental Validation', 'Comprehensive Evaluation']","['Practical Utility', 'Experimental Rigor', 'Computational Efficiency']",Up3AqUw8YO,quxeCxJwKm,ai,"The paper proposes SCISOR, a discrete diffusion model for shortening proteins by learning to delete residues. The forward process is insertion-only; the reverse denoiser learns to plan deletions that yield sequences resembling natural proteins. A dynamic-programming alignment counting algorithm marginalizes over insertion paths and produces a tractable training objective. Empirically, SCISOR is a competitive protein generative model, achieves SOTA deletion effect prediction on ProteinGym, and, when shrinking real proteins, better preserves predicted foldability and functional motifs than strong baselines. Code and additional analyses are provided.
1. Clear, principled formulation of deletion-learning diffusion. The insertion-only forward / deletion reverse construction is elegant and purpose-built for length reduction, and it is distinct from prior substitution-only diffusion models in sequence generation. 
2. Strong deletion-specific evidence. SCISOR reaches SOTA on ProteinGym deletion effect prediction and shows consistent wins in structure/motif preservation during shrinking.  
4. Useful case study and qualitative analyses. The RalA example and the comparison to deletions observed in natural alignments help interpret what the model is deleting. 
5. Implementation details, ablations, and code release are documented.
1. **Practical claim (“preserve function while shrinking”) is only partially supported.** 
Evidence for function preservation relies mainly on (i) ProteinGym deletion assays, which typically remove very few sites per sequence, and (ii) structure-centric proxies (pLDDT/TM/RMSD) for larger shrinkage experiments. These are helpful signals but do not fully validate functional retention at scale. The paper does measure functional-site enrichment, which is a step in the right direction, but this is confined to annotated motifs and could be expanded. Overall, the story is stronger on “planning deletions” than on “confirmed function after large deletions.” 

2. **Evaluation granularity for shrinking could be deepened.** 
For the 200-sequence study, instead of global pLDDT/TM/RMSD curves, more  function-proximal evidence could also be considered in the main paper: e.g., family-stratified analysis of active site/binding pocket conservation, ligand-contact residue retention, or catalytic triad/metal-coordination integrity. 

3. **Distribution shift between training noise and inference use-case.** 
The model is trained to reverse insertions into natural sequences, whereas shrinking deletes from a real protein directly. While the authors acknowledge limitations and future directions; some empirical evidence on the robustness would be helpful (e.g., proteins with long disordered tails vs compact cores)

4. **Compute at inference scales with deletion count.** 
The paper discusses efficient sampling, but more wall-clock comparisons against strong non-diffusion baselines (e.g., ProGen2-based pruning strategies) on long proteins would clarify practicality.
1. Would it be possible to include residue-level functional analyses for larger deletions—for example, checking whether annotated catalytic, binding, or interface residues are retained after shrinking, and whether their local structural geometry is preserved?
2. Are there examples where the model maintains good global pLDDT/TM-score but loses key functional residues or pocket geometry? Showing a few such cases would help clarify the limits of the method and when shrinking becomes unsafe.
3. The number of inference steps scales with the number of planned deletions. When would this becomes an issue in practice, i.e., what's the computational cost comparison of different methods in terms of different protein length and deletion length?"
"['Methodological Rigor', 'Clarity', 'Comprehensive Evaluation']","['Theoretical Justification', 'Novelty', 'Comparative Analysis']",auF1KjgN95,NwzY2yhlme,ai,"This paper proposes CryoNet.Refine, a neural refinement framework that integrates a one-step diffusion model with experimental cryo-EM density map restraints.
Unlike traditional refinement programs such as Phenix.real_space_refine, CryoNet.Refine introduces:
1. A learnable density model that maps atomic coordinates to voxelized densities, enabling end-to-end differentiable correlation with experimental maps, and

2. A geometry loss suite that includes differentiable Ramachandran, rotamer, and bond-length/angle penalties.

The model refines initial structures (often AlphaFold3 predictions) toward experimental densities, showing improvements in map correlation (CCmask, CCmain-chain) and stereochemical quality across 63 cryo-EM complexes.
- The combination of a density-aware differentiable loss and stereochemical constraints is technically sound.
- The paper is well written
- The paper demonstrates consistent gains over Phenix in both correlation coefficients and geometric metrics (notably, Ramachandran favored and rotamer outliers).
- The proposed “one-step diffusion” formulation is described as an innovation, but its necessity is not clearly demonstrated. The ablation shows marginal benefit, and it is unclear why a diffusion step—traditionally for generative sampling—improves deterministic refinement. A comparison to standard coordinate optimization (e.g., gradient descent using the same losses) would help establish that the diffusion mechanism contributes beyond architecture novelty.
- The “density generator” is mentioned but not architecturally described (layers, parameters, training regime, loss balance weights γ). It is also unclear how the network differs from a Gaussian scattering baseline (molmap from ChimeraX).
- The ablation in Table 4 shows individual loss terms but does not isolate the impact of the density model vs. geometry components.
The diffusion vs. non-diffusion refinement comparison (one-step vs. multi-step) is qualitative; quantitative runtime and accuracy tradeoffs are missing.
1. What concrete advantage does the diffusion step provide compared to standard coordinate optimization using the same losses?
2. The authors state that they developed a novel, parameter-free, and differentiable density generator in the Introduction, but Section 3.2.1 indicates that they simply follow the ‘molmap’ implementation in ChimeraX. What, specifically, is novel in this component?"
"['Theoretical Foundation', 'Simplicity and Accessibility', 'Theoretical Contributions']","['Practical Utility', 'Comparative Analysis', 'Evaluation Metrics']",zJJq5dKT5S,ZrP2evfmhq,ai,"This paper presents MAD (Manifold Attracted Diffusion) which is designed for denoising and structure recovery when diffusion models are trained on corrupted or noisy datasets. It modifies the inference dynamics to pull samples toward the data manifold, suppressing off-manifold noise without retraining the model.
Standard diffusion sampling assumes clean training data and tends to reproduce training noise or artifacts. MAD fills this gap by providing an inference-time correction that enforces manifold consistency, enabling cleaner reconstructions from noisy-trained or imperfect models.
The ideas presented here are interesting conceptually, however the application of generation from noisy data training is not that useful in practice. Moreover, the experiments are mainly qualitative with not enough quantitative evaluations.
1.	Clear theoretical formulation. The “extended score” is well-defined and mathematically consistent.
2.	Simple, practical implementation. Requires only minor modifications to inference and reuses pretrained score networks.
1. The method is motivated by training on corrupted or noisy data, yet no controlled experiment on real data demonstrate this regime. As a result, the practical need and benefit of MAD are not motivated enough and it appears to fix a problem that the paper never clearly shows.
2. Image degradation at higher attraction strength. Increasing b reduces details and realism, questioning the method’s practicality for general image generation. Low b is equivalient to the regular score and as b increases image quality downgrades.
3. Minor related work references. The paper lacks a structured comparison to related inference-time or manifold-based diffusion approaches. Even if there is no method on this exact task, it would be beneficial to appropriately address other denoising methods. A comparison to some methods in the results section is also suggested (where denoising is illustrated, e.g. Fig 7).
4. No quantitative evaluation. Results remain purely qualitative, some emasures such as FID can be used to evaluate image realness.
5. Minor comment on figures - Figure 1 – plot titles should move to be y-axis labels. Ticks should be larger, it is very hard to read. Ticks are also very small in Figure 2, and values are not clear enough there.
6. No code is provided, hindering future comparisons.
7. The authors mention traditional manifold denoising methods but do not explain why they are irrelevant.
8. Persistent scanning artifacts or logos/watermarks seem like possible sources for noise that need removal in practice. The authors themselves mention compression artifacts. However, there is no examination of the presented method in such contexts.
1. The paper claims to address training on corrupted or noisy data, but no controlled experiment on real data actually shows this. Can the authors provide concrete examples or benchmarks where this problem occurs in practice?
2. Increasing the manifold-attraction strength (b) consistently reduces image quality (Figs 3-5). Can the authors explain in what practical scenario the method should be used? Another question here – Section 5.2 and Figs 3-5 seem not relevant to the method (these datasets are noiseless as stated by the authors), why are they presented in the main body, and in such extent? Maybe removing or reducing the space of this part can leave some space for more practical use-cases.
3. Why is there no dedicated “Related Work” section comparing to inference-time denoising, posterior correction, or manifold-regularized diffusion methods?
4. Beyond visual comparisons, can the authors quantify improvement (e.g., denoising metrics, perceptual quality, FID) to justify the practical value of the approach?"
"['Comprehensive Evaluation', 'Experimental Validation', 'Significance and Impact']","['Novelty', 'Methodological Soundness', 'Generalizability']",N0r4LSbIGt,1FpXsGaYas,ai,"This paper proposes to improve the physical realism of dynamic object interactions in text-to-video models using reinforcement learning from AI feedback (RLAIF). The core idea is to leverage a large vision-language model (VLM) as a preference oracle to finetune a video diffusion model.
The method is evaluated on five challenging dynamic scenarios (Object Removal, Multiple Objects, Deformable Objects, Directional Movement, Falling Down). Experiments show clear improvements: AI feedback–guided models generate more physically plausible and coherent videos, increasing human preference scores by 11–15%.
1. Concentrates on dynamic object interactions, a difficult and underexplored subproblem, and introduces a standardized 5-category evaluation protocol.
2. Demonstrates that VLM feedback significantly outperforms traditional metrics (CLIP, HPSv2, optical flow) in both human and AI preference alignment.
1. Limited Conceptual Novelty: The core idea, using AI-generated feedback for RL-based alignment, is a well-established method. Porting this RLAIF framework to video by replacing unimodal reward models with a VLM is a predictable and incremental step. The paper does not identify or solve any non-trivial challenges inherent to this adaptation that would constitute a novel contribution. 
2. Lack of Algorithmic Contribution: The methodology relies entirely on existing RL algorithms (RWR and DPO). The theoretical section provides a useful re-interpretation of these methods under a unified lens but does not introduce any new algorithms, optimization techniques, or theoretical insights into preference learning itself. The contribution is purely empirical, applying off-the-shelf components to a new problem.
3. Results are Heavily Contingent on a Specific Baseline: The experiments are conducted on a self-trained 3B parameter model. Is this method genuinely advancing the state-of-the-art, or is it merely patching the deficiencies of a relatively weak baseline? The significance of the findings is questionable without evidence that the method provides meaningful improvements on stronger, more capable foundation models.
- Beyond simply applying an existing framework, what are the non-trivial, video-specific challenges you identified and solved that make this work more than an incremental application?
- Can you provide any evidence that the method can generalize across different models? (or different model size)
- It would be better to provide analysis of the VLM's failure modes as a physical commonsense judge. A deeper investigation into where the VLM's preferences diverge from true physical plausibility would significantly increase the paper's contribution."
