strengths,weaknesses,review_id,submission_id,type,review_text
"['Practical Relevance', 'Robustness', 'Thorough Evaluation']","['Complexity and Scalability', 'Scope and Generalization', 'Baseline and Comparison Limitations']",KJ6FJF1ufw,IK9cbzzXLt,ai,"The paper introduces Learning to Draft (LTD), a novel method for accelerating large language model (LLM) inference using adaptive speculative decoding. Unlike previous methods that rely on static configurations or optimize for proxy metrics like acceptance length, LTD directly optimizes for the throughput of each draft-and-verify cycle, accounting for the crucial time cost of both the drafting and verification phases. The authors solve this problem using a Reinforcement Learning (RL) environment and train two distinct, co-adaptive policies: a depth policy to dynamically control the draft tree's depth (draft cost) and a size policy to manage the verification size (verification cost). These policies are jointly optimized to maximize the throughput, defined as the number of accepted tokens divided by the total time ($L_A / T_{total}$). Through extensive evaluations, LTD demonstrated significant throughput improvements of up to 36.4% over the state-of-the-art Eagle3 baseline across various LLMs and tasks, proving a more robust and efficient dynamic strategy for speculative decoding.
1. The proposed method LTD directly optimizes the practical system throughput ($L_A / T_{total}$), i.e., the number of accepted tokens divided by the total time. This ensures the strategy is genuinely maximizing inference speed while prior works mostly focused on indirect metrics like acceptance length. 

2. The method uses a Reinforcement Learning (RL) environment to train two dynamic, co-adaptive policies: one for the draft tree's depth and one for the verification size. This dynamic approach allows the model to continuously adjust both the drafting cost and the verification cost for optimal performance in real-time.

3. LTD demonstrates significant and robust performance gains, achieving speedup ratios up to 4.32x and improving throughput by up to 36.4% over state-of-the-art baselines like Eagle3. This indicates a highly effective and generalizable strategy for accelerating LLM inference across various models and tasks.
1. Training the adaptive policies requires setting up and running a complex RL environment. This adds significant computational overhead and complexity during the training phase, which is a major barrier to adoption compared to simpler, non-adaptive speculative decoding methods.

2. The core of LTD relies on accurately modeling the time cost of both the drafting and verification phases to compute the throughput objective ($T_{total}$). If the real-world environment introduces variances or non-linearities in time cost that the model does not capture, the policies trained in the simplified environment may become sub-optimal in production.

3. Like all speculative decoding methods, LTD's performance still fundamentally relies on the quality of the small draft model to accurately predict future tokens. While the adaptive policies optimize the use of the draft model, they cannot compensate for a draft model that frequently generates incorrect tokens, which would lead to low acceptance rates and minimal speedup.

4. The paper only compares against Eagle3 as the base framework, but does not evaluate on other tree-based methods like SpecInfer or Medusa. The contribution would be strong if more comparisons with recent adaptive methods are provided.
1. How does the computational cost of training and deploying the two co-adaptive policies using the RL environment compare to the total inference time savings achieved? Is the initial overhead of the RL training process outweighed by the long-term throughput gains in practical, high-volume production settings?

2. If the small draft model's quality degrades (e.g., due to a mismatch between its training data and the target task) how effectively can the adaptive depth and size policies mitigate the resulting low token acceptance rate to maintain a high throughput? What is the minimum acceptable acceptance rate before LTD's advantages over static methods disappear?"
"['Framework and Design', 'Thorough Evaluation', 'Practical Relevance']","['Baseline and Comparison Limitations', 'Novelty', 'Documentation and Presentation']",NPCkb4kP0r,V6fPS3gxIx,ai,"The authors introduce STORI, a benchmark designed to simulate various types of environmental stochasticity, and propose a five-type taxonomy to categorize such uncertainties. They conduct experiments on two state-of-the-art model-based RL algorithms, DreamerV3 and STORM, and show that these methods suffer significant performance degradation when stochasticity is introduced. The results highlight that existing world models tend to underestimate environmental variance, are sensitive to action corruption, and struggle under partial observability.
The main strengths of this paper lie in its clear motivation and systematic approach to a well-recognized problem. The proposed taxonomy provides a useful conceptual framework for discussing stochasticity, and the benchmark implementation can help the community evaluate algorithms under diverse types of uncertainty. Moreover, the empirical analysis is thorough and provides valuable insights into the weaknesses of existing model-based RL methods when facing stochastic dynamics. The public release of the benchmark and code is also a strong practical contribution that may encourage further research in this direction.
The experiments primarily evaluate DreamerV3 and STORM, which are not explicitly designed for stochastic environments. While the performance drop observed in these methods is interesting, it is also expected, and readers might be more curious about how adversarial training, domain randomization, or uncertainty-aware approaches perform in comparison. Including such baselines would strengthen the empirical findings and make the results more informative for practitioners aiming to improve robustness.

In terms of novelty, although the proposed STORI benchmark is more systematic and comprehensive than previous attempts, similar studies have explored stochastic perturbations in RL environments. The authors should better position their work relative to these efforts, clarifying what aspects of coverage, taxonomy, or reproducibility truly distinguish STORI from prior benchmarks.

The definition of the first type of stochasticity, in which the environment repeats the previous action with some probability, captures one form of action-dependent noise. However, it might not fully represent the broader class of real-world cases. For example, gradual drift in actuator response, changes in friction, or variations in torque output due to power fluctuations could also be categorized under this type. Expanding or at least discussing such scenarios would make the taxonomy more realistic and convincing.

Finally, the presentation of results can be improved. In the current tables, the authors mainly report the relative performance difference between stochastic and non-stochastic settings. It would be clearer to also include the absolute performance scores for each method, as this would help readers interpret the significance of the degradation. For instance, if DreamerV3 consistently outperforms STORM in the base environment, a larger performance drop under stochasticity may be less surprising. Presenting all results in well-organized summary tables would also make the paper easier to follow.
Would it be more informative to include comparisons with methods that explicitly address uncertainty, such as adversarial or domain randomization approaches?

Have the authors analyzed whether different forms of stochasticity interact, i.e., whether combining multiple types leads to compounding effects on performance?"
"['Framework and Design', 'Practical Relevance', 'Clarity']","['Related Work Gaps', 'Complexity and Scalability', 'Experimental Rigor']",abbsd6jYFl,3MlMp7vZpl,ai,"This paper proposes iART (Imitation-guided Automated Red Teaming), a reinforcement learning-based approach for automatically generating diverse and high-quality test cases to elicit harmful responses from large language models. The method introduces two key components: (1) imitation guidance using a ""harm model"" trained on examples of undesirable outputs to guide the attack LLM, and (2) a diversity module that models the distribution of previously generated outputs to penalize repetition. The approach is evaluated on text continuation and instruction-following tasks across multiple target LLMs (Mistral-7B, GPT-2-Alpaca, Dolly-3B), demonstrating improvements over baselines (RL, RL+TDiv, RL+Curiosity) in both quality and diversity while being computationally more efficient.
The paper clearly articulates the fundamental tension between quality and diversity in automated red teaming, and identifies computational inefficiency as a key limitation of existing methods.
1. The paper fails to cite and compare with several closely related and recently published works that address similar challenges in automated red teaming. For instance, DiveR-CT (Zhao et al., 2025) proposes relaxing conventional constraints on the objective and semantic reward, granting greater freedom for the policy to enhance diversity—an approach that directly addresses the quality-diversity trade-off that iART claims to solve. Similarly, HARM (Zhang et al., 2024) introduces a top-down hierarchical approach to generating test cases that ensures diversity through structured decomposition of harm taxonomies. Without empirical comparisons showing how iART performs relative to these methods, the paper's claimed contributions appear limited and its positioning within the current state-of-the-art remains unclear.
  reference:
 - (Zhao et al., 2025) DiveR-CT: Diversity-enhanced Red Teaming Large Language Model Assistants with Relaxing Constraints
 - (Zhang et al., 2024) Holistic Automated Red Teaming for Large Language Models through Top-Down Test Case Generation and Multi-turn Interaction
2. All main experiments in the paper use GPT-2-137M as the attack model, which raises significant questions about whether the approach scales to more capable and practical attack models. While Appendix E presents results using Mistral-7B as the attacker, these experiments reveal concerning discontinuities in the diversity plots that are only briefly mentioned and inadequately explained. The authors attribute these gaps to ""no examples available at specific toxicity thresholds"", but this explanation is unsatisfying and suggests potential instabilities when scaling up the attack model. Furthermore, the paper provides no analysis of how computational costs scale with attack model size—a critical consideration given that the diversity module requires online training and the harm model requires inference at each step. Without understanding these scaling properties, it remains unclear whether iART's computational advantages over RL+Curiosity would persist with larger, more powerful attack models that might be needed to successfully red team state-of-the-art LLMs.
3. The paper's evaluation framework has several limitations that undermine confidence in the results. First, using cosine similarity for measuring diversity is relatively shallow and may fail to capture semantic diversity—two test cases could have different embeddings but explore the same type of harm, or conversely, have similar embeddings while targeting different vulnerabilities. Second, the F1DQ metric that combines quality and diversity using harmonic mean lacks theoretical or empirical justification; the paper does not explain why harmonic mean is the appropriate aggregation function or whether other combinations (e.g., weighted averages, geometric mean) were explored. Third, relying on a single RoBERTa toxicity classifier as the sole evaluator may miss nuanced forms of harm and creates a narrow definition of ""quality"" that could be gamed by the attack model. Most critically, the paper includes no human evaluation to validate that the discovered ""attacks"" are genuinely problematic or that the diversity improvements represent meaningfully different failure modes rather than superficial lexical variations. Without human assessment, it is difficult to determine whether iART truly advances the practical goal of comprehensive LLM safety testing.
1. Can you provide ablation studies showing how performance varies with different sizes and types of harm datasets? What is the minimum viable D_harm?
2. Can iART discover types of harmful content not present in D_harm? Or does it primarily find variations of known harms?
3. How does iART compare with gradient-based attacks like GCG in terms of attack success rate and diversity? These methods have shown high success rates on recent models."
"['Practical Relevance', 'Innovation', 'Real-World Applications']","['Baseline and Comparison Limitations', 'Experimental Rigor', 'Reproducibility Issues']",vW62XUWQdV,jnioLSDyeX,ai,"The paper tackles query-driven multi-table summarization and proposes using uncertainty as a control signal at both training and inference. During training, the authors shape rewards with perplexity/self-consistency under GRPO; at inference, they combine retrieval entropy and a summary-uncertainty score (self-consistency × LM probability) to decide pass/abstain and to filter synthetic data. On a public multi-omics dataset and a private internal dataset, the method reportedly increases correct/useful claims per summary, improves uncertainty–accuracy alignment, and raises downstream survival prediction C-index.
The idea is reasonable, but evidence is not fully convincing.

It’s unclear which component drives the gains: self-consistency, perplexity shaping, retrieval entropy, or GRPO itself. The ablations don’t isolate causal effects tightly enough.

Evaluation leans heavily on LLM-as-judge with only a small amount of human spot-checking, leaving room for judge bias or reward hacking.

The joint inference threshold is hand-tuned; there’s little analysis of sensitivity or transferability.

Compute/latency overhead from multi-rollout retrieval and self-consistency is not compared under equal budget to lighter alternatives.
Weak comparative baselines. Comparisons focus on conventional SQL/table agents with post-hoc filtering. Missing are stronger recent agents (e.g., modern RL/R1-style reasoning agents), end-to-end MBR/consistency calibration, or explicit UQ heads. It’s hard to credit the gains specifically to “uncertainty as a control signal.”

Over-reliance on LLM-as-judge. Human verification is limited; there’s no thorough analysis of judge agreement, drift across tasks/schemas, or defenses against reward hacking. Claim-level metrics can be systematically biased by the judge.

Thresholding sensitivity. The joint pass/abstain threshold is tuned by hand. There’s no coverage–precision trade-off curve, cross-dataset transfer, or learned-threshold variant.

Cost and efficiency. Multi-rollout retrieval plus self-consistency adds real inference cost. The paper lacks equal-budget comparisons to lighter baselines (e.g., perplexity-only or single-sample consistency) and lacks latency/throughput curves.

Reproducibility. The private multi-omics dataset carries much of the story; results on fully public tasks are too thin to support claims of domain generality. The “synthetic-data filtering” contribution lacks independent human assessment.
Can you add stronger recent baselines and report significance on the main tables?

Can you provide modular ablations that isolate self-consistency, perplexity shaping, retrieval entropy, and their interactions with GRPO?

How sensitive is the joint threshold? Please show coverage–precision curves, cross-dataset transfer, and (if possible) a learned-threshold variant (e.g., utility- or risk-based selective prediction).

How do you quantify judge bias/agreement? Please report agreement across judges (strong/weak/open-source) and expand human verification with inter-annotator agreement.

Under a fixed compute budget, what is the marginal gain from CoCoA versus lighter proxies? Please include latency/throughput plots.

Can you show a small-scale result on a non-biomedical public multi-table task to back the domain-agnostic claim?"
"['Practical Relevance', 'Comprehensive Analysis', 'Framework and Design']","['Baseline and Comparison Limitations', 'Scope and Generalization', 'Theoretical Soundness']",E6NDxtzwUO,qlEHuNHoWK,ai,"This paper investigates a central and long-standing question in Deep Reinforcement Learning (DeepRL): Is the bottleneck in current deep RL performance primarily due to insufficient exploration or to optimization inefficiencies? To answer this, the authors propose a novel “practical sub-optimality estimator” that measures the gap between: The best experience ever collected by the agent (the experience-optimal policy, denoted \pi^*_D), and The learned policy’s performance V_{\pi_\theta}. If the difference between V_{\pi^*D} and V{\pi_\theta} is large, it implies an exploitation/optimization problem; if the gap is small, it suggests the main issue is exploration. 
Using this estimator, the paper analyzes common algorithms such as PPO and DQN across a diverse set of environments, including Atari, MinAtar, Craftax, and MuJoCo (HalfCheetah, Walker2d, Humanoid), and under variations such as adding RND exploration bonuses and scaling network size (from small CNNs to ResNet-18). Key findings include 1) The gap between best experience and learned policy performance is often 2–3×, implying that deep RL methods only exploit roughly half of the good experiences they generate. 2) Adding exploration bonuses (e.g., RND) increases the gap, showing that better exploration can worsen optimization inefficiency. 3) Scaling network size also increases sub-optimality, reinforcing the claim that optimization and exploitation, not exploration, are the main limitations of current deep RL methods.
- Clear and well-motivated research question. The paper addresses a fundamental question in RL—exploration vs. exploitation—that has often been debated but rarely quantified. The proposed estimator provides a concrete diagnostic tool to analyze this trade-off empirically.
- Broad experimental coverage. The authors test across diverse environments and both on-policy and off-policy algorithms (PPO and DQN). Figures 3–5 (pp. 6–8) show consistent trends across MinAtar, Atari, Montezuma’s Revenge, HalfCheetah, etc., supporting the generality of conclusions.
- Potentially useful diagnostic tool. The proposed sub-optimality metric could serve practitioners as a diagnostic to quickly determine whether performance limits stem from poor exploration or optimization, guiding algorithmic focus.
- The proposed metric compares best vs. average trajectories but does not causally separate exploration and optimization. For example, an algorithm’s “best experience” may depend heavily on stochastic exploration artifacts rather than a genuine ability to generate diverse high-value data.
- Limited algorithmic diversity. The experiments focus mainly on PPO and DQN, which, while standard, represent only a subset of deep RL paradigms. Missing are modern algorithms such as SAC, IQL, which emphasize optimization stability and could challenge the generality of conclusions.
- The conclusion that “deep RL is mainly limited by exploitation” might overstate the findings. In complex domains (e.g., sparse reward tasks like Montezuma’s Revenge), exploration remains a fundamental challenge, even if optimization inefficiency also plays a role.
- The observed “exploitation gap” could arise from various factors—bootstrapping noise, representation drift, catastrophic forgetting—not purely optimization failure. A deeper analysis separating these sources would strengthen the claim.
- While the paper is rich in figures (e.g., Fig. 3–6), it lacks aggregated quantitative summaries (e.g., average sub-optimality across tasks in tabular form). This would help communicate results more clearly.
N/A"
"['Framework and Design', 'Methodological Soundness', 'Thorough Evaluation']","['Novelty', 'Baseline and Comparison Limitations', 'Efficiency Concerns']",YHGn9Xhp9i,uimQnHP3mt,ai,"This paper proposes SegDAC, a framework that leverages pre-trained vision models to improve robustness and sample efficiency in visual reinforcement learning (RL).
Specifically, the method integrates YOLO-World for object detection and EfficientViT-SAM for instance segmentation to obtain object-level masks conditioned on textual prompts. The extracted object features are then fed into a transformer-based actor–critic architecture that can process a variable number of object tokens at each time step.
The approach is evaluated on the ManiSkill3 benchmark, which includes challenging object-manipulation tasks with visual domain shifts. SegDAC shows notable improvements in success rate, generalization, and sample efficiency compared to recent visual RL baselines such as SAC-AE, DrQ-v2, MaDi, and SADA.
Overall, the paper aims to demonstrate that integrating pre-trained open-world visual understanding models can significantly enhance policy learning and robustness in visually complex environments.
1.	Visual robustness and generalization remain major challenges in RL, and this work takes a meaningful step by bridging pretrained vision models with policies.
2.	The use of text-conditioned segmentation (YOLO-World + SAM) and a transformer-based policy/value network is technically sound and systematically executed.
3. The paper reports detailed results, including in-distribution and out-of-distribution evaluations, and provides ablations on segmentation components and prompt usage.
4.	SegDAC achieves consistent gains across multiple manipulation tasks, suggesting that structured object-level representations help RL adapt to visual variability.
1.	While the system design is effective, the technical innovation mainly lies in the integration of existing pretrained vision models into RL. The conceptual contribution is non significant.
2.	Segmentation-based RL methods, such as SAM-G, FTD are not quantitatively compared, even though they are discussed in related work. Self-supervised methods like SGQN and SMG also worth mentioning in the related work.
3.	The proposed method combines SAM, YOLO-World, and a transformer-based policy, which likely increases training and inference cost. However, there is no profiling or timing analysis to quantify this overhead.
4.	While there are ablations for segmentation and embedding components, the paper lacks analysis of transformer architecture choices and the impact of segmentation prompts.
5.	Since perception is entirely based on frozen pretrained models, the learned policy may rely on features that are not optimized for the downstream RL objective. The paper could discuss this trade-off more explicitly.
1.	Could you provide quantitative results comparing SegDAC with segmentation-based RL baselines such as SAM-G or FTD?
2.	How much additional computation (e.g., inference time per frame, GPU memory) does the online use of SAM and YOLO-World introduce compared to pixel-based methods?
3.	How sensitive is performance to the choice of text prompts or detected object categories?
4.	Have you considered partial fine-tuning of SAM or YOLO-World to better adapt to specific manipulation scenes?
5.	Can the transformer actor-critic be replaced by simpler encoders (e.g., set transformer or MLP with pooling), and if so, what is the effect on performance and efficiency?
6.	Could the method generalize to scenarios with unseen object types or incomplete segmentation (e.g., occluded or novel shapes)? Some qualitative examples or failure cases would be helpful."
"['Practical Relevance', 'Framework and Design', 'Comprehensive Analysis']","['Scope and Generalization', 'Theoretical Soundness', 'Novelty']",EEk4jZ2Tw0,Lt7VDm7zTL,ai,"This paper addresses continual reinforcement learning in environments with continuous non-stationarity, rather than the typical discrete task boundaries. The authors modify 3D Four Rooms and MuJoCo environments to incorporate smoothly changing dynamics using noisy sine functions. They investigate whether poor performance stems from loss of plasticity or stability, finding that stability-preserving methods outperform plasticity-focused ones. The main contribution is combining Successor Features (SFs) with a neuro-inspired synaptic consolidation mechanism across multiple timescales, which outperforms consolidating Q-values directly.
1. The paper tackles an important problem - real-world environments change gradually, not abruptly. The experimental design fairly compares stability vs plasticity mechanisms without requiring task boundary information, which is more realistic. The finding that stability matters more than plasticity in continuous settings contradicts recent emphasis on plasticity loss, providing valuable empirical insights.

2. The use of multi-timescale consolidation (not just dual fast/slow) is more biologically plausible and the cross-attention analysis provides useful interpretability about which timescales contribute to learning. The authors are honest about limitations - reporting when complex embodiments don't benefit from their approach adds credibility. The biological inspiration from synaptic consolidation provides a principled framework for thinking about memory consolidation in RL.
1. The environments remain relatively simple - continuous mass changes or slip probabilities don't fundamentally alter task structure. Performance changes are often modest and inconsistent across environments. 

2. The paper lacks theoretical justification for why SF consolidation should outperform Q-value consolidation. The technical novelty is limited - essentially swapping Q-values with SFs in an existing consolidation mechanism. The choice of noisy sine functions seems arbitrary, and testing only one type of non-stationarity per environment (mass in MuJoCo, action replacement in Four Rooms) limits generalizability claims.
1. How sensitive are the results to the specific form of continuous non-stationarity? Have you tested with other continuous functions beyond noisy sines?

2. What's the computational overhead of maintaining multiple consolidation variables compared to baseline methods?

3. Can you provide theoretical insight into when SF consolidation should outperform Q-value consolidation?

4. Could you clarify the reparameterization trick used for training with analytically computed consolidation variables?"
"['Clarity', 'Thorough Evaluation', 'Innovation']","['Novelty', 'Complexity and Scalability', 'Practical Relevance']",Ltg3Ontl4I,7SkGH9yW3s,ai,"The paper proposes a novel method for multi-room, multi-object rearrangement in a partially observable setting. The rearrangement process operates in two phases. In the walkthrough phase, the agent explores the environment to build a map, record receptacle locations, and gather scene information; objects are then placed randomly in the environment. In the rearrangement phase, the agent uses the constructed map, the known set of object classes, and the specified goal locations to perform the rearrangement. The approach employs a hierarchical planning framework, with a high-level planner based on PO-UCT to generate abstract actions such as move, pick, and place, and a low-level controller that uses reinforcement learning for pick-and-place behaviors and A* for navigation. The method explicitly addresses challenges posed by blocked paths and blocked goal locations, which earlier approaches do not handle effectively. Experimental results demonstrate that the system successfully operates under partial observability and scales to scenarios with up to 20 objects. Additionally, the paper introduces MultiRoomR, a benchmark featuring more rooms, more objects, and a greater variety of rearrangement configurations.
1. The paper is well-written and clearly structured, making the motivation and methodology easy to follow.
2. The proposed method is novel, particularly in how it discovers partially observable objects. It also effectively handles blocked-path scenarios, which prior work does not address.
3. The approach benefits from using PO-UCT as an iterative planner, which reduces dependence on learned policies, thereby lowering the risk of catastrophic failures often seen in purely neural methods.
4. The experimental evaluation is extensive and thorough, including strong comparisons to prior approaches and informative ablation studies that highlight the importance of each system component.
5. The newly introduced MultiRoomR benchmark is a valuable contribution that provides a more challenging and realistic testbed for future research on multi-room, multi-object rearrangement.
6. The authors have released the code and provided detailed algorithmic descriptions to support reproducibility, and they include the MultiRoomR dataset along with the supplementary material to facilitate future research.
1. Limited novelty in methodology: While the system is thoughtfully designed, the novelty is incremental. The method primarily combines existing components (PO-UCT, PPO-based low-level skills, and A* navigation) into a pipeline, and the core contribution lies in their integration. The main new challenge addressed is the blocked-path scenarios, which, although important, limits the conceptual innovation relative to prior hierarchical rearrangement frameworks.
2. Scalability concerns due to PO-UCT: The reliance on PO-UCT for high-level planning means computation scales with the number of simulations and search depth, which is strongly influenced by the number of objects and environment complexity. As a result, planning time may grow significantly as task complexity increases, limiting scalability to larger or more cluttered scenes.
3. Limited generalizability to real-world deployment: Because the high-level decisions are generated through Monte-Carlo tree search rather than a learned policy, the system must perform online planning at each step. This limits generalization and makes real-world application challenging, as the approach does not amortize planning into a neural policy that could execute quickly without repeated simulation.
4. Problem formulation relies on extra prior knowledge: The problem setup assumes access to the set of object classes that need to be rearranged, which is not typically available in prior works and may not be realistic in practical settings. Furthermore, the method assumes that the user provides precise 3D goal locations for objects. In real-world applications, such explicit spatial goal specifications are uncommon; instead, agents are generally expected to use commonsense semantic priors to infer plausible goal locations (e.g., as in TIDEE (Sarch et al.) or Housekeep (Kant et al.)). Integrating semantic goal inference would make the approach more practical and aligned with real-world deployment expectations.
5. Simplifying independence assumption in belief modeling: The belief update assumes objects are independent, which does not hold in real household environments where objects commonly co-occur, occlude each other, or exhibit relational structure (e.g., items inside containers or grouped functionally). This assumption restricts the model’s ability to reason about relational or compositional uncertainty and may limit performance in more complex, cluttered scenes.
1. To better understand the scalability of the proposed approach, could you clarify the minimum number of simulations and the required search depth needed to achieve the best performance for different numbers of rooms and objects? Additionally, how does compute time grow as these parameters increase? A quantitative analysis of simulation budget vs. performance vs. time would help assess how the method scales to larger and more complex environments.
2. In the appendix Table 3, the “Time (m)” column is not clearly defined. Does this value represent the average total clock time to complete an entire rearrangement episode (planning + execution), or only the planning time? Additionally, is this reported per episode or normalized per object?
3. Have you considered incorporating semantic goal inference or preference-based goal discovery, similar to TIDEE or Housekeep?
4. Can the framework be extended to reason about correlations (e.g., object occlusions, functional groupings)? Do you observe failure cases where this assumption becomes limiting?
5. Can you provide insights into the most common failure modes? For example, is performance more sensitive to detection errors, navigation failure, or belief update ambiguity?
6. Could you comment on the feasibility of deploying this framework on a real robot?"
"['Comprehensive Analysis', 'Methodological Soundness', 'Innovation']","['Clarity', 'Scope and Generalization', 'Experimental Rigor']",zadg0PdGUf,aAshH4kQ1v,ai,"This paper analyzes a Sokoban-trained DRC(3,3) agent and shows that it performs internal planning through path channels and plan extension kernels. Using ablation and causal tests, the authors demonstrate that these components are responsible for planning behavior, providing a clear mechanistic view of how model-free networks can develop search-like computation.
This paper offers a detailed mechanistic analysis of the DRC(3,3) reinforcement learning agent trained on Sokoban. Its originality lies in the depth of interpretability achieved—the authors go beyond linear probes to reveal path channels and plan extension kernels that implement a neural form of bidirectional planning.

The study combines qualitative visualization, quantitative ablation, and causal intervention experiments in a careful way. The causal and ablation results convincingly show that these channels are genuinely responsible for planning.

Overall, it provides strong evidence that a model-free ConvLSTM can internally develop search-like planning dynamics, offering a valuable model system for studying emergent planning and mesa-optimization.
Despite its depth, the paper can be very difficult to read.  Readers unfamiliar with DRC(3,3) may struggle to follow the layer/tick conventions and channel indexing. A schematic overview early in the paper would improve clarity.

Another issue is limited generality: all findings are restricted to Sokoban. It remains unclear whether the same mechanisms emerge in other planning-heavy environments or different architectures. Some comparative evidence (e.g., other environments) would help validate the universality of these “path channels.”

The causal analysis is strong but statistical validation could be deeper: no confidence intervals or significance testing accompany success-rate reductions. Moreover, it is unclear whether the WTA mechanism and negative activation propagation are emergent or enforced by architectural biases. Explicitly disentangling inductive structure from emergent behavior would strengthen the argument.


Some other isseus:
1. Many references in the paper are broken. Line 834, Line 1050, Line 1215
2. I don't understand the ""?"" in Table 8.
3. Figure 15 is broken.
4. Line 041: agent's goal [rectange], should be ""agent's [rectange] goal""?
5. L131: locationns. 
6. Line 20: What do you mean by ""parst""?
When multiple boxes are present, how exactly does the network choose which one to move first? The WTA mechanism seems to operate locally across directions, but does it also act across different entities (boxes)?

Could similar path channel dynamics be found in agents trained on non-grid planning tasks (e.g., MiniGrid, navigation, or graph problems)?

How stable are the discovered channels across random seeds or retraining runs—are their spatial roles (e.g., “box-right”) consistent?"
"['Experimental Rigor', 'Methodological Soundness', 'Innovation']","['Theoretical Soundness', 'Scope and Generalization', 'Unverified Claims']",yQ2PCjqLLR,WFQnqY1c39,ai,"This paper proposes **Action Chunking PPO (ACPPO)** for high-DoF dexterous grasping, where standard PPO fails due to poor exploration. The authors identify that prior action chunking (ACRL) methods are intractable in this domain because they require learning a high-dimensional $Q(s, a_{chunk})$. ACPPO avoids this by modifying the PPO objective to use a **chunked importance sampling (IS) ratio** $\rho_{t,h}^{ch}(\theta)$ while retaining a simple $V(s)$ critic and standard GAE. This novel on-policy formulation achieves state-of-the-art results on DexGraspNet, training 2.3x faster than prior work without auxiliary augmentations.
***Novel Problem-Solving:** The paper clearly identifies the $Q(s, a_{chunk})$ bottleneck that makes prior ACRL methods infeasible for high-DoF robotics and proposes an elegant on-policy solution.

***State-of-the-Art Performance:** ACPPO achieves SOTA results on the complex DexGraspNet benchmark.

***Exceptional Training Efficiency:** The 2.3x training speedup, achieved without any auxiliary mechanisms, highlights the efficiency of the core algorithmic change.

***Strong Ablation Study:** The ablation showing that simple action repetition diverges effectively proves the contribution is the chunked optimization, not just a lower decision frequency.
* **Mismatch Between Motivation and Results:** The central premise of the paper is that action chunking provides temporally coherent exploration. However, the empirical results (Table 4) show that the best performance is achieved with a minimal chunk size of $h=2$. Performance degrades at $h=3$ and $h=4$, and collapses to 0% at $h=8$. A chunk of 2 barely qualifies as ""temporally coherent"" and undermines the core motivation. The paper would be far more convincing if it could demonstrate SOTA performance with a more substantial chunk length (e.g., $h \ge 5$).

* **Limited Methodological Novelty:** The proposed change, while elegant, is a single modification to the PPO objective. The core components (actor-critic architecture, $V(s)$ critic, GAE) are identical to PPO. The contribution is essentially replacing the per-step IS ratio $\rho_t$ with a chunked IS ratio $\rho_{t,h}^{ch}$. For an ICLR submission, this level of technical contribution is borderline.

* **Shallow Analysis of Failure Mode:** The paper's analysis of the $h=8$ failure is shallow, attributing it to a ""coarse"" decision frequency (a behavioral explanation). A more critical optimization-based analysis is missing. A far more likely culprit is the **instability of the chunked importance sampling ratio**. The variance of an IS ratio grows exponentially with the sequence length ($h$). It is highly probable that for $h=8$, the ratio $\rho_{t,h=8}^{ch}$ is so volatile that it is *always* outside the PPO clipping range $[1-\epsilon, 1+\epsilon]$. This would cause the clipping mechanism to **zero out the gradient signal**, making learning impossible. This suggests that on-policy, IS-based methods like PPO may be fundamentally unsuited for large chunk sizes—a critical limitation that is not addressed.

* **Unverified Theoretical Claims:** The authors claim (Eq. 12) that their formulation reduces the ""tail bias"" from GAE. This is a key justification for their specific objective function, yet it is presented without any empirical validation. An experiment measuring the advantage estimation bias (e.g., relative to Monte Carlo returns) for PPO vs. ACPPO would be required to substantiate this claim.

* **Missing Diagnostic Experiments:** Given the hypothesis about the clipping mechanism, a crucial experiment is missing: a plot of the
 **percentage of clipped updates** as a function of the chunk size $h$. This single experiment would provide vital insight into the algorithm's optimization dynamics and likely confirm why $h=8$ fails.

* **Limited Scope:** The empirical validation is confined to a single, albeit difficult, task family. The authors admit in Section 6.4 that the method would likely fail in dynamic tasks (e.g., locomotion), limiting its generality.
1.  How do the authors reconcile the ""temporal coherence"" motivation with the empirical fact that the minimal chunk $h=2$ is optimal?

2.  Please provide a plot of the **percentage of clipped updates** vs. chunk size $h$ (from $h=1$ to $h=8$). Does this confirm the hypothesis that the $h=8$ gradient is zeroed out by the clipping mechanism?

3.  Can the authors provide empirical evidence for their claim (Eq. 12) that ACPPO reduces GAE's ""tail bias""? A direct measurement of advantage estimation error would be convincing.

4.  Given the IS variance issue, do the authors believe that on-policy, IS-based methods like PPO are fundamentally a poor choice for action chunking with $h > 2$, and that this problem requires an off-policy formulation?"
